duns,nombre,cede_principal,email_representante,,
10-100-2559,editorial1559,US,1559@gmail.com,,1559
10-100-2560,editorial1560,CA,1560@gmail.com,,1560
10-100-2561,editorial1561,MW,1561@gmail.com,,1561
10-100-2562,editorial1562,DK,1562@gmail.com,,1562
10-100-2563,editorial1563,CD,1563@gmail.com,,1563
10-100-2564,editorial1564,AU,1564@gmail.com,,1564
10-100-2565,editorial1565,IS,1565@gmail.com,,1565
10-100-2566,editorial1566,BR,1566@gmail.com,,1566
10-100-2567,editorial1567,IL,1567@gmail.com,,1567
10-100-2568,editorial1568,FJ,1568@gmail.com,,1568
10-100-2569,editorial1569,GB,1569@gmail.com,,1569
10-100-2570,editorial1570,CO,1570@gmail.com,,1570
10-100-2571,editorial1571,NP,1571@gmail.com,,1571
10-100-2572,editorial1572,VU,1572@gmail.com,,1572
10-100-2573,editorial1573,US,1573@gmail.com,,1573
10-100-2574,editorial1574,CO,1574@gmail.com,,1574
10-100-2575,editorial1575,ET,1575@gmail.com,,1575
10-100-2576,editorial1576,ZA,1576@gmail.com,,1576
10-100-2577,editorial1577,AU,1577@gmail.com,,1577
10-100-2578,editorial1578,JO,1578@gmail.com,,1578
10-100-2579,editorial1579,CA,1579@gmail.com,,1579
10-100-2580,editorial1580,NG,1580@gmail.com,,1580
10-100-2581,editorial1581,CL,1581@gmail.com,,1581
10-100-2582,editorial1582,MY,1582@gmail.com,,1582
10-100-2583,editorial1583,ID,1583@gmail.com,,1583
10-100-2584,editorial1584,RU,1584@gmail.com,,1584
10-100-2585,editorial1585,PK,1585@gmail.com,,1585
10-100-2586,editorial1586,AU,1586@gmail.com,,1586
10-100-2587,editorial1587,ID,1587@gmail.com,,1587
10-100-2588,editorial1588,CA,1588@gmail.com,,1588
10-100-2589,editorial1589,GR,1589@gmail.com,,1589
10-100-2590,editorial1590,CA,1590@gmail.com,,1590
10-100-2591,editorial1591,TR,1591@gmail.com,,1591
10-100-2592,editorial1592,EC,1592@gmail.com,,1592
10-100-2593,editorial1593,BR,1593@gmail.com,,1593
10-100-2594,editorial1594,AU,1594@gmail.com,,1594
10-100-2595,editorial1595,BY,1595@gmail.com,,1595
10-100-2596,editorial1596,AU,1596@gmail.com,,1596
10-100-2597,editorial1597,US,1597@gmail.com,,1597
10-100-2598,editorial1598,FR,1598@gmail.com,,1598
10-100-2599,editorial1599,PG,1599@gmail.com,,1599
10-100-2600,editorial1600,US,1600@gmail.com,,1600
10-100-2601,editorial1601,US,1601@gmail.com,,1601
10-100-2602,editorial1602,BR,1602@gmail.com,,1602
10-100-2603,editorial1603,MA,1603@gmail.com,,1603
10-100-2604,editorial1604,VE,1604@gmail.com,,1604
10-100-2605,editorial1605,MX,1605@gmail.com,,1605
10-100-2606,editorial1606,CC,1606@gmail.com,,1606
10-100-2607,editorial1607,RU,1607@gmail.com,,1607
10-100-2608,editorial1608,AU,1608@gmail.com,,1608
10-100-2609,editorial1609,CN,1609@gmail.com,,1609
10-100-2610,editorial1610,AR,1610@gmail.com,,1610
10-100-2611,editorial1611,PE,1611@gmail.com,,1611
10-100-2612,editorial1612,US,1612@gmail.com,,1612
10-100-2613,editorial1613,US,1613@gmail.com,,1613
10-100-2614,editorial1614,AU,1614@gmail.com,,1614
10-100-2615,editorial1615,NR,1615@gmail.com,,1615
10-100-2616,editorial1616,MM,1616@gmail.com,,1616
10-100-2617,editorial1617,IN,1617@gmail.com,,1617
10-100-2618,editorial1618,PG,1618@gmail.com,,1618
10-100-2619,editorial1619,AE,1619@gmail.com,,1619
10-100-2620,editorial1620,ID,1620@gmail.com,,1620
10-100-2621,editorial1621,US,1621@gmail.com,,1621
10-100-2622,editorial1622,ID,1622@gmail.com,,1622
10-100-2623,editorial1623,RU,1623@gmail.com,,1623
10-100-2624,editorial1624,JP,1624@gmail.com,,1624
10-100-2625,editorial1625,US,1625@gmail.com,,1625
10-100-2626,editorial1626,ID,1626@gmail.com,,1626
10-100-2627,editorial1627,BR,1627@gmail.com,,1627
10-100-2628,editorial1628,CI,1628@gmail.com,,1628
10-100-2629,editorial1629,AU,1629@gmail.com,,1629
10-100-2630,editorial1630,JP,1630@gmail.com,,1630
10-100-2631,editorial1631,SE,1631@gmail.com,,1631
10-100-2632,editorial1632,MV,1632@gmail.com,,1632
10-100-2633,editorial1633,CA,1633@gmail.com,,1633
10-100-2634,editorial1634,CD,1634@gmail.com,,1634
10-100-2635,editorial1635,ZW,1635@gmail.com,,1635
10-100-2636,editorial1636,IR,1636@gmail.com,,1636
10-100-2637,editorial1637,US,1637@gmail.com,,1637
10-100-2638,editorial1638,RU,1638@gmail.com,,1638
10-100-2639,editorial1639,LR,1639@gmail.com,,1639
10-100-2640,editorial1640,OM,1640@gmail.com,,1640
10-100-2641,editorial1641,PG,1641@gmail.com,,1641
10-100-2642,editorial1642,PH,1642@gmail.com,,1642
10-100-2643,editorial1643,TH,1643@gmail.com,,1643
10-100-2644,editorial1644,MW,1644@gmail.com,,1644
10-100-2645,editorial1645,MG,1645@gmail.com,,1645
10-100-2646,editorial1646,IS,1646@gmail.com,,1646
10-100-2647,editorial1647,YE,1647@gmail.com,,1647
10-100-2648,editorial1648,MX,1648@gmail.com,,1648
10-100-2649,editorial1649,US,1649@gmail.com,,1649
10-100-2650,editorial1650,US,1650@gmail.com,,1650
10-100-2651,editorial1651,US,1651@gmail.com,,1651
10-100-2652,editorial1652,US,1652@gmail.com,,1652
10-100-2653,editorial1653,AU,1653@gmail.com,,1653
10-100-2654,editorial1654,PL,1654@gmail.com,,1654
10-100-2655,editorial1655,US,1655@gmail.com,,1655
10-100-2656,editorial1656,US,1656@gmail.com,,1656
10-100-2657,editorial1657,PG,1657@gmail.com,,1657
10-100-2658,editorial1658,AE,1658@gmail.com,,1658
10-100-2659,editorial1659,CO,1659@gmail.com,,1659
10-100-2660,editorial1660,KI,1660@gmail.com,,1660
10-100-2661,editorial1661,CA,1661@gmail.com,,1661
10-100-2662,editorial1662,AR,1662@gmail.com,,1662
10-100-2663,editorial1663,LY,1663@gmail.com,,1663
10-100-2664,editorial1664,CM,1664@gmail.com,,1664
10-100-2665,editorial1665,HR,1665@gmail.com,,1665
10-100-2666,editorial1666,US,1666@gmail.com,,1666
10-100-2667,editorial1667,MX,1667@gmail.com,,1667
10-100-2668,editorial1668,US,1668@gmail.com,,1668
10-100-2669,editorial1669,BR,1669@gmail.com,,1669
10-100-2670,editorial1670,SY,1670@gmail.com,,1670
10-100-2671,editorial1671,IN,1671@gmail.com,,1671
10-100-2672,editorial1672,CO,1672@gmail.com,,1672
10-100-2673,editorial1673,US,1673@gmail.com,,1673
10-100-2674,editorial1674,LK,1674@gmail.com,,1674
10-100-2675,editorial1675,PF,1675@gmail.com,,1675
10-100-2676,editorial1676,BR,1676@gmail.com,,1676
10-100-2677,editorial1677,IN,1677@gmail.com,,1677
10-100-2678,editorial1678,PE,1678@gmail.com,,1678
10-100-2679,editorial1679,CN,1679@gmail.com,,1679
10-100-2680,editorial1680,EG,1680@gmail.com,,1680
10-100-2681,editorial1681,LB,1681@gmail.com,,1681
10-100-2682,editorial1682,BR,1682@gmail.com,,1682
10-100-2683,editorial1683,BR,1683@gmail.com,,1683
10-100-2684,editorial1684,CG,1684@gmail.com,,1684
10-100-2685,editorial1685,CA,1685@gmail.com,,1685
10-100-2686,editorial1686,ZA,1686@gmail.com,,1686
10-100-2687,editorial1687,IR,1687@gmail.com,,1687
10-100-2688,editorial1688,AU,1688@gmail.com,,1688
10-100-2689,editorial1689,ET,1689@gmail.com,,1689
10-100-2690,editorial1690,US,1690@gmail.com,,1690
10-100-2691,editorial1691,NI,1691@gmail.com,,1691
10-100-2692,editorial1692,PG,1692@gmail.com,,1692
10-100-2693,editorial1693,CA,1693@gmail.com,,1693
10-100-2694,editorial1694,BR,1694@gmail.com,,1694
10-100-2695,editorial1695,RU,1695@gmail.com,,1695
10-100-2696,editorial1696,GL,1696@gmail.com,,1696
10-100-2697,editorial1697,AU,1697@gmail.com,,1697
10-100-2698,editorial1698,NC,1698@gmail.com,,1698
10-100-2699,editorial1699,VE,1699@gmail.com,,1699
10-100-2700,editorial1700,MY,1700@gmail.com,,1700
10-100-2701,editorial1701,FM,1701@gmail.com,,1701
10-100-2702,editorial1702,NA,1702@gmail.com,,1702
10-100-2703,editorial1703,US,1703@gmail.com,,1703
10-100-2704,editorial1704,CA,1704@gmail.com,,1704
10-100-2705,editorial1705,FR,1705@gmail.com,,1705
10-100-2706,editorial1706,KI,1706@gmail.com,,1706
10-100-2707,editorial1707,BR,1707@gmail.com,,1707
10-100-2708,editorial1708,AU,1708@gmail.com,,1708
10-100-2709,editorial1709,SA,1709@gmail.com,,1709
10-100-2710,editorial1710,CN,1710@gmail.com,,1710
10-100-2711,editorial1711,AU,1711@gmail.com,,1711
10-100-2712,editorial1712,DE,1712@gmail.com,,1712
10-100-2713,editorial1713,US,1713@gmail.com,,1713
10-100-2714,editorial1714,BY,1714@gmail.com,,1714
10-100-2715,editorial1715,LK,1715@gmail.com,,1715
10-100-2716,editorial1716,IR,1716@gmail.com,,1716
10-100-2717,editorial1717,US,1717@gmail.com,,1717
10-100-2718,editorial1718,CN,1718@gmail.com,,1718
10-100-2719,editorial1719,MX,1719@gmail.com,,1719
10-100-2720,editorial1720,FR,1720@gmail.com,,1720
10-100-2721,editorial1721,BR,1721@gmail.com,,1721
10-100-2722,editorial1722,AU,1722@gmail.com,,1722
10-100-2723,editorial1723,US,1723@gmail.com,,1723
10-100-2724,editorial1724,US,1724@gmail.com,,1724
10-100-2725,editorial1725,US,1725@gmail.com,,1725
10-100-2726,editorial1726,AU,1726@gmail.com,,1726
10-100-2727,editorial1727,AU,1727@gmail.com,,1727
10-100-2728,editorial1728,MR,1728@gmail.com,,1728
10-100-2729,editorial1729,KG,1729@gmail.com,,1729
10-100-2730,editorial1730,MM,1730@gmail.com,,1730
10-100-2731,editorial1731,US,1731@gmail.com,,1731
10-100-2732,editorial1732,AU,1732@gmail.com,,1732
10-100-2733,editorial1733,US,1733@gmail.com,,1733
10-100-2734,editorial1734,PK,1734@gmail.com,,1734
10-100-2735,editorial1735,TR,1735@gmail.com,,1735
10-100-2736,editorial1736,IN,1736@gmail.com,,1736
10-100-2737,editorial1737,PG,1737@gmail.com,,1737
10-100-2738,editorial1738,IN,1738@gmail.com,,1738
10-100-2739,editorial1739,CA,1739@gmail.com,,1739
10-100-2740,editorial1740,DE,1740@gmail.com,,1740
10-100-2741,editorial1741,AU,1741@gmail.com,,1741
10-100-2742,editorial1742,US,1742@gmail.com,,1742
10-100-2743,editorial1743,US,1743@gmail.com,,1743
10-100-2744,editorial1744,US,1744@gmail.com,,1744
10-100-2745,editorial1745,US,1745@gmail.com,,1745
10-100-2746,editorial1746,US,1746@gmail.com,,1746
10-100-2747,editorial1747,GB,1747@gmail.com,,1747
10-100-2748,editorial1748,CA,1748@gmail.com,,1748
10-100-2749,editorial1749,AU,1749@gmail.com,,1749
10-100-2750,editorial1750,AU,1750@gmail.com,,1750
10-100-2751,editorial1751,SO,1751@gmail.com,,1751
10-100-2752,editorial1752,US,1752@gmail.com,,1752
10-100-2753,editorial1753,AU,1753@gmail.com,,1753
10-100-2754,editorial1754,US,1754@gmail.com,,1754
10-100-2755,editorial1755,NZ,1755@gmail.com,,1755
10-100-2756,editorial1756,FI,1756@gmail.com,,1756
10-100-2757,editorial1757,CH,1757@gmail.com,,1757
10-100-2758,editorial1758,CA,1758@gmail.com,,1758
10-100-2759,editorial1759,CA,1759@gmail.com,,1759
10-100-2760,editorial1760,ID,1760@gmail.com,,1760
10-100-2761,editorial1761,US,1761@gmail.com,,1761
10-100-2762,editorial1762,IR,1762@gmail.com,,1762
10-100-2763,editorial1763,EH,1763@gmail.com,,1763
10-100-2764,editorial1764,ZW,1764@gmail.com,,1764
10-100-2765,editorial1765,US,1765@gmail.com,,1765
10-100-2766,editorial1766,GE,1766@gmail.com,,1766
10-100-2767,editorial1767,AU,1767@gmail.com,,1767
10-100-2768,editorial1768,US,1768@gmail.com,,1768
10-100-2769,editorial1769,CZ,1769@gmail.com,,1769
10-100-2770,editorial1770,NO,1770@gmail.com,,1770
10-100-2771,editorial1771,AU,1771@gmail.com,,1771
10-100-2772,editorial1772,US,1772@gmail.com,,1772
10-100-2773,editorial1773,US,1773@gmail.com,,1773
10-100-2774,editorial1774,US,1774@gmail.com,,1774
10-100-2775,editorial1775,CO,1775@gmail.com,,1775
10-100-2776,editorial1776,TH,1776@gmail.com,,1776
10-100-2777,editorial1777,AU,1777@gmail.com,,1777
10-100-2778,editorial1778,DK,1778@gmail.com,,1778
10-100-2779,editorial1779,CA,1779@gmail.com,,1779
10-100-2780,editorial1780,IR,1780@gmail.com,,1780
10-100-2781,editorial1781,IN,1781@gmail.com,,1781
10-100-2782,editorial1782,PE,1782@gmail.com,,1782
10-100-2783,editorial1783,BF,1783@gmail.com,,1783
10-100-2784,editorial1784,CD,1784@gmail.com,,1784
10-100-2785,editorial1785,ID,1785@gmail.com,,1785
10-100-2786,editorial1786,PG,1786@gmail.com,,1786
10-100-2787,editorial1787,AU,1787@gmail.com,,1787
10-100-2788,editorial1788,PG,1788@gmail.com,,1788
10-100-2789,editorial1789,US,1789@gmail.com,,1789
10-100-2790,editorial1790,AR,1790@gmail.com,,1790
10-100-2791,editorial1791,CO,1791@gmail.com,,1791
10-100-2792,editorial1792,BR,1792@gmail.com,,1792
10-100-2793,editorial1793,AU,1793@gmail.com,,1793
10-100-2794,editorial1794,US,1794@gmail.com,,1794
10-100-2795,editorial1795,AU,1795@gmail.com,,1795
10-100-2796,editorial1796,MX,1796@gmail.com,,1796
10-100-2797,editorial1797,CN,1797@gmail.com,,1797
10-100-2798,editorial1798,KE,1798@gmail.com,,1798
10-100-2799,editorial1799,US,1799@gmail.com,,1799
10-100-2800,editorial1800,US,1800@gmail.com,,1800
10-100-2801,editorial1801,CA,1801@gmail.com,,1801
10-100-2802,editorial1802,MY,1802@gmail.com,,1802
10-100-2803,editorial1803,FR,1803@gmail.com,,1803
10-100-2804,editorial1804,CN,1804@gmail.com,,1804
10-100-2805,editorial1805,NA,1805@gmail.com,,1805
10-100-2806,editorial1806,TH,1806@gmail.com,,1806
10-100-2807,editorial1807,TD,1807@gmail.com,,1807
10-100-2808,editorial1808,BR,1808@gmail.com,,1808
10-100-2809,editorial1809,FJ,1809@gmail.com,,1809
10-100-2810,editorial1810,AF,1810@gmail.com,,1810
10-100-2811,editorial1811,PA,1811@gmail.com,,1811
10-100-2812,editorial1812,NL,1812@gmail.com,,1812
10-100-2813,editorial1813,ST,1813@gmail.com,,1813
10-100-2814,editorial1814,RU,1814@gmail.com,,1814
10-100-2815,editorial1815,RO,1815@gmail.com,,1815
10-100-2816,editorial1816,CI,1816@gmail.com,,1816
10-100-2817,editorial1817,BR,1817@gmail.com,,1817
10-100-2818,editorial1818,SR,1818@gmail.com,,1818
10-100-2819,editorial1819,SC,1819@gmail.com,,1819
10-100-2820,editorial1820,PT,1820@gmail.com,,1820
10-100-2821,editorial1821,US,1821@gmail.com,,1821
10-100-2822,editorial1822,US,1822@gmail.com,,1822
10-100-2823,editorial1823,US,1823@gmail.com,,1823
10-100-2824,editorial1824,ID,1824@gmail.com,,1824
10-100-2825,editorial1825,AU,1825@gmail.com,,1825
10-100-2826,editorial1826,US,1826@gmail.com,,1826
10-100-2827,editorial1827,FR,1827@gmail.com,,1827
10-100-2828,editorial1828,US,1828@gmail.com,,1828
10-100-2829,editorial1829,BR,1829@gmail.com,,1829
10-100-2830,editorial1830,PG,1830@gmail.com,,1830
10-100-2831,editorial1831,US,1831@gmail.com,,1831
10-100-2832,editorial1832,US,1832@gmail.com,,1832
10-100-2833,editorial1833,CI,1833@gmail.com,,1833
10-100-2834,editorial1834,US,1834@gmail.com,,1834
10-100-2835,editorial1835,PG,1835@gmail.com,,1835
10-100-2836,editorial1836,GY,1836@gmail.com,,1836
10-100-2837,editorial1837,GB,1837@gmail.com,,1837
10-100-2838,editorial1838,BR,1838@gmail.com,,1838
10-100-2839,editorial1839,DE,1839@gmail.com,,1839
10-100-2840,editorial1840,UA,1840@gmail.com,,1840
10-100-2841,editorial1841,GB,1841@gmail.com,,1841
10-100-2842,editorial1842,PG,1842@gmail.com,,1842
10-100-2843,editorial1843,RU,1843@gmail.com,,1843
10-100-2844,editorial1844,SE,1844@gmail.com,,1844
10-100-2845,editorial1845,CN,1845@gmail.com,,1845
10-100-2846,editorial1846,RU,1846@gmail.com,,1846
10-100-2847,editorial1847,US,1847@gmail.com,,1847
10-100-2848,editorial1848,KH,1848@gmail.com,,1848
10-100-2849,editorial1849,CA,1849@gmail.com,,1849
10-100-2850,editorial1850,MN,1850@gmail.com,,1850
10-100-2851,editorial1851,ML,1851@gmail.com,,1851
10-100-2852,editorial1852,CI,1852@gmail.com,,1852
10-100-2853,editorial1853,MM,1853@gmail.com,,1853
10-100-2854,editorial1854,CA,1854@gmail.com,,1854
10-100-2855,editorial1855,PK,1855@gmail.com,,1855
10-100-2856,editorial1856,IT,1856@gmail.com,,1856
10-100-2857,editorial1857,ET,1857@gmail.com,,1857
10-100-2858,editorial1858,US,1858@gmail.com,,1858
10-100-2859,editorial1859,GB,1859@gmail.com,,1859
10-100-2860,editorial1860,DK,1860@gmail.com,,1860
10-100-2861,editorial1861,DE,1861@gmail.com,,1861
10-100-2862,editorial1862,US,1862@gmail.com,,1862
10-100-2863,editorial1863,UA,1863@gmail.com,,1863
10-100-2864,editorial1864,US,1864@gmail.com,,1864
10-100-2865,editorial1865,US,1865@gmail.com,,1865
10-100-2866,editorial1866,DE,1866@gmail.com,,1866
10-100-2867,editorial1867,TD,1867@gmail.com,,1867
10-100-2868,editorial1868,AU,1868@gmail.com,,1868
10-100-2869,editorial1869,MZ,1869@gmail.com,,1869
10-100-2870,editorial1870,US,1870@gmail.com,,1870
10-100-2871,editorial1871,US,1871@gmail.com,,1871
10-100-2872,editorial1872,FR,1872@gmail.com,,1872
10-100-2873,editorial1873,MY,1873@gmail.com,,1873
10-100-2874,editorial1874,CN,1874@gmail.com,,1874
10-100-2875,editorial1875,US,1875@gmail.com,,1875
10-100-2876,editorial1876,ZA,1876@gmail.com,,1876
10-100-2877,editorial1877,US,1877@gmail.com,,1877
10-100-2878,editorial1878,CF,1878@gmail.com,,1878
10-100-2879,editorial1879,BR,1879@gmail.com,,1879
10-100-2880,editorial1880,US,1880@gmail.com,,1880
10-100-2881,editorial1881,ZA,1881@gmail.com,,1881
10-100-2882,editorial1882,BR,1882@gmail.com,,1882
10-100-2883,editorial1883,AO,1883@gmail.com,,1883
10-100-2884,editorial1884,US,1884@gmail.com,,1884
10-100-2885,editorial1885,AU,1885@gmail.com,,1885
10-100-2886,editorial1886,IN,1886@gmail.com,,1886
10-100-2887,editorial1887,ZW,1887@gmail.com,,1887
10-100-2888,editorial1888,CN,1888@gmail.com,,1888
10-100-2889,editorial1889,MX,1889@gmail.com,,1889
10-100-2890,editorial1890,ME,1890@gmail.com,,1890
10-100-2891,editorial1891,AO,1891@gmail.com,,1891
10-100-2892,editorial1892,IN,1892@gmail.com,,1892
10-100-2893,editorial1893,MY,1893@gmail.com,,1893
10-100-2894,editorial1894,US,1894@gmail.com,,1894
10-100-2895,editorial1895,ID,1895@gmail.com,,1895
10-100-2896,editorial1896,US,1896@gmail.com,,1896
10-100-2897,editorial1897,US,1897@gmail.com,,1897
10-100-2898,editorial1898,US,1898@gmail.com,,1898
10-100-2899,editorial1899,DE,1899@gmail.com,,1899
10-100-2900,editorial1900,SE,1900@gmail.com,,1900
10-100-2901,editorial1901,US,1901@gmail.com,,1901
10-100-2902,editorial1902,NC,1902@gmail.com,,1902
10-100-2903,editorial1903,BM,1903@gmail.com,,1903
10-100-2904,editorial1904,AU,1904@gmail.com,,1904
10-100-2905,editorial1905,LV,1905@gmail.com,,1905
10-100-2906,editorial1906,AU,1906@gmail.com,,1906
10-100-2907,editorial1907,US,1907@gmail.com,,1907
10-100-2908,editorial1908,US,1908@gmail.com,,1908
10-100-2909,editorial1909,HR,1909@gmail.com,,1909
10-100-2910,editorial1910,NZ,1910@gmail.com,,1910
10-100-2911,editorial1911,US,1911@gmail.com,,1911
10-100-2912,editorial1912,CA,1912@gmail.com,,1912
10-100-2913,editorial1913,US,1913@gmail.com,,1913
10-100-2914,editorial1914,BR,1914@gmail.com,,1914
10-100-2915,editorial1915,ID,1915@gmail.com,,1915
10-100-2916,editorial1916,BR,1916@gmail.com,,1916
10-100-2917,editorial1917,NA,1917@gmail.com,,1917
10-100-2918,editorial1918,US,1918@gmail.com,,1918
10-100-2919,editorial1919,JP,1919@gmail.com,,1919
10-100-2920,editorial1920,AO,1920@gmail.com,,1920
10-100-2921,editorial1921,US,1921@gmail.com,,1921
10-100-2922,editorial1922,US,1922@gmail.com,,1922
10-100-2923,editorial1923,TR,1923@gmail.com,,1923
10-100-2924,editorial1924,RO,1924@gmail.com,,1924
10-100-2925,editorial1925,BW,1925@gmail.com,,1925
10-100-2926,editorial1926,IN,1926@gmail.com,,1926
10-100-2927,editorial1927,HN,1927@gmail.com,,1927
10-100-2928,editorial1928,JP,1928@gmail.com,,1928
10-100-2929,editorial1929,TD,1929@gmail.com,,1929
10-100-2930,editorial1930,PF,1930@gmail.com,,1930
10-100-2931,editorial1931,PR,1931@gmail.com,,1931
10-100-2932,editorial1932,FR,1932@gmail.com,,1932
10-100-2933,editorial1933,US,1933@gmail.com,,1933
10-100-2934,editorial1934,US,1934@gmail.com,,1934
10-100-2935,editorial1935,MH,1935@gmail.com,,1935
10-100-2936,editorial1936,GB,1936@gmail.com,,1936
10-100-2937,editorial1937,AF,1937@gmail.com,,1937
10-100-2938,editorial1938,KR,1938@gmail.com,,1938
10-100-2939,editorial1939,ID,1939@gmail.com,,1939
10-100-2940,editorial1940,TD,1940@gmail.com,,1940
10-100-2941,editorial1941,US,1941@gmail.com,,1941
10-100-2942,editorial1942,IE,1942@gmail.com,,1942
10-100-2943,editorial1943,ID,1943@gmail.com,,1943
10-100-2944,editorial1944,US,1944@gmail.com,,1944
10-100-2945,editorial1945,US,1945@gmail.com,,1945
10-100-2946,editorial1946,DK,1946@gmail.com,,
10-100-2947,editorial1947,ID,1947@gmail.com,,
10-100-2948,editorial1948,IL,1948@gmail.com,,
10-100-2949,editorial1949,CA,1949@gmail.com,,
10-100-2950,editorial1950,US,1950@gmail.com,,
10-100-2951,editorial1951,PE,1951@gmail.com,,
10-100-2952,editorial1952,CL,1952@gmail.com,,
10-100-2953,editorial1953,US,1953@gmail.com,,
10-100-2954,editorial1954,AU,1954@gmail.com,,
10-100-2955,editorial1955,NO,1955@gmail.com,,
10-100-2956,editorial1956,CN,1956@gmail.com,,
10-100-2957,editorial1957,BR,1957@gmail.com,,
10-100-2958,editorial1958,RW,1958@gmail.com,,
10-100-2959,editorial1959,ZA,1959@gmail.com,,
10-100-2960,editorial1960,US,1960@gmail.com,,
10-100-2961,editorial1961,US,1961@gmail.com,,
10-100-2962,editorial1962,ZA,1962@gmail.com,,
10-100-2963,editorial1963,MG,1963@gmail.com,,
10-100-2964,editorial1964,TZ,1964@gmail.com,,
10-100-2965,editorial1965,US,1965@gmail.com,,
10-100-2966,editorial1966,US,1966@gmail.com,,
10-100-2967,editorial1967,PG,1967@gmail.com,,
10-100-2968,editorial1968,US,1968@gmail.com,,
10-100-2969,editorial1969,US,1969@gmail.com,,
10-100-2970,editorial1970,US,1970@gmail.com,,
10-100-2971,editorial1971,MG,1971@gmail.com,,
10-100-2972,editorial1972,PH,1972@gmail.com,,
10-100-2973,editorial1973,MX,1973@gmail.com,,
10-100-2974,editorial1974,IS,1974@gmail.com,,
10-100-2975,editorial1975,US,1975@gmail.com,,
10-100-2976,editorial1976,FI,1976@gmail.com,,
10-100-2977,editorial1977,PF,1977@gmail.com,,
10-100-2978,editorial1978,US,1978@gmail.com,,
10-100-2979,editorial1979,US,1979@gmail.com,,
10-100-2980,editorial1980,AF,1980@gmail.com,,
10-100-2981,editorial1981,CA,1981@gmail.com,,
10-100-2982,editorial1982,US,1982@gmail.com,,
10-100-2983,editorial1983,SA,1983@gmail.com,,
10-100-2984,editorial1984,CO,1984@gmail.com,,
10-100-2985,editorial1985,PG,1985@gmail.com,,
10-100-2986,editorial1986,CK,1986@gmail.com,,
10-100-2987,editorial1987,BD,1987@gmail.com,,
10-100-2988,editorial1988,KZ,1988@gmail.com,,
10-100-2989,editorial1989,JP,1989@gmail.com,,
10-100-2990,editorial1990,AO,1990@gmail.com,,
10-100-2991,editorial1991,CO,1991@gmail.com,,
10-100-2992,editorial1992,US,1992@gmail.com,,
10-100-2993,editorial1993,BR,1993@gmail.com,,
10-100-2994,editorial1994,JP,1994@gmail.com,,
10-100-2995,editorial1995,KZ,1995@gmail.com,,
10-100-2996,editorial1996,AD,1996@gmail.com,,
10-100-2997,editorial1997,NG,1997@gmail.com,,
10-100-2998,editorial1998,NP,1998@gmail.com,,
10-100-2999,editorial1999,BR,1999@gmail.com,,
10-100-3000,editorial2000,CA,2000@gmail.com,,
